ID;Sentence;A.1);B.1);C.1);D.1);E.1);E.2);F.1);F.2);G.1);I.1);I.2);L.1);L.2);M.1);M.2);M.3);M.4);N.1);O.1);O.2);P.1)
125;Minimizzare le dispersioni luminose generate dall’edificio e del sito e ridurre l’impatto negativo indotto dall’illuminazione dell’edificio durante il periodo notturno adottando opportuni criteri atti ad evitare l’inquinamento luminoso notturno all’esterno del sito;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
126;La scuola allo stesso tempo deve configurarsi come un centro civico eliminando la concezione di scuola come luogo esclusivo ed inutilizzabile per altre attività al di fuori degli orari dedicati alle attività didattiche;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
127;L’edificio scolastico, che perdura nel tempo, deve avere la capacità di adattarsi alle trasformazioni della società e deve essere per questo motivo flessibile, sia negli spazi che offre agli studenti che in quelli che offre alla collettività;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
128;Lo sforzo progettuale deve essere rivolto alla realizzazione di una scuola accessibile;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
129;Il dibattito tra architettura e pedagogia deve necessariamente aspirare a definire le relazioni tra didattica e luoghi, garantendo soluzioni che possano creare spazi moderni e polifunzionali;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
130;I nuovi spazi della didattica devono seguire modelli di flessibilità sensibili al contesto in cui sono collocati e alle esigenze del piano pedagogico;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
131;Gli ambienti devono essere in grado, per dimensione e forme, di trasformarsi in base ai percorsi formativi personalizzati in modo tale da assicurare il rispetto delle identità personali, sociali, culturali e professionali dei singoli alunni;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
132;Il concetto di flessibilità degli ambienti si lega inesorabilmente ai concetti di elasticità, duttilità e versatilità degli spazi intesi come capacità di essere utilizzati per più attività, trasformati a seconda delle necessità ma allo stesso tempo essere in grado di ritornare nella condizione spaziale iniziale;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
133;La flessibilità intesa come multifunzionalità significa dotare la scuola di un certo numero base di spazi che grazie a piccole o grandi trasformazioni ne generano altri sempre diversi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
134;La scuola flessibile tende a racchiudere quindi due aspetti fondamentali: la resistenza di un edificio a lungo termine e l’agilità dello stesso nel riconfigurarsi continuamente sui tempi brevi della vita giornaliera;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
135;Il progetto della scuola dovrà evitare la distruzione sistematica del passato, è infatti necessario cercare di integrare gli elementi esistenti con quelli futuri, tanto da un punto di vista architettonico come da un punto di vista storico-sociale;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
136;Rendere la scuola un luogo pubblico, un centro civico, in grado di rispondere alle necessità delle diverse fasce di età della popolazione;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
137;La nuova scuola dovrà necessariamente connettersi al sistema delle attività locali integrando le lacune per creare una rete efficiente di servizi pubblici;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
138;Trovare il modo di far sentire l’utente al sicuro con lo stesso grado di serenità e tranquillità con cui si sente al sicuro nella propria dimora;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
139;Gli spazi esterni devono essere progettati al fine di restituire al paese una grande area parco attrezzata all’interno della quale sono inseriti i diversi spazi di gioco;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
140;Così come al di fuori delle scuole l’accesso alla conoscenza avviene attraverso l’uso di pc, tablet o smarphone è importante che anche all’interno delle attività didattiche venga riproposto l’uso di queste tecnologie;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
141;L’aula non deve più essere vista come divisione netta tra insegnante-cattedra e alunno-banco per lezioni frontali, ma deve essere pensata come ad uno spazio dove il lavoro in team, e quindi le isole di lavoro dotate di tablet o pc, diventa l’elemento caratterizzante le attività didattiche;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
142;Data la necessità quindi di avere spazi facilmente modificabili in base alle esigenze didattiche è importante che la scuola sia dotata di supporti tecnologici, di una architettura di rete flessibile wi-fi adeguata, di LIM nelle aule e sistemi per la gestione di contenuti interattivi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
143;L’ambiente di apprendimento deve essere ridisegnato secondo i caratteri propri dell’approccio multimediale e multimodale della realtà informatica;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
144;Lo sforzo progettuale dovrà essere incentrato sulla necessità di stimolare l’uso degli strumenti informatici e telematici nella didattica di nuova concezione;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
145;Il progetto della nuova scuola dovrà prevedere la creazione di un modello ad alta efficienza energetica che, sviluppato attraverso una combinazione adeguata di sistemi bioclimatici, impianti solari, impianti ad alto rendimento energetico e sistemi di controllo intelligente, consenta il raggiungimento degli obbiettivi sulla sostenibilità ambientale prefissati;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
146;È importante inoltre prevedere grandi superfici permeabili che consentano all’acqua di penetrare all’interno del terreno al fine di evitare, per quanto possibile, alterazioni della dinamica del ciclo idrologico;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
147;Il progetto deve diventare uno strumento di approfondendimento degli aspetti di inserimento urbanistico, delle tematiche di generazione di spazi di interfaccia fra il quartiere ed il polo scolastico, delle modalità di interazione fra attività didattiche ed extra-scolastiche oltre che le strategie di progettazione e gestione delle aree pertinenziali da intendersi come parco urbano rivolto alla popolazione piuttosto che come spazi privati della scuola;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
148;Il progetto dovrà avere come primo target quello di creare una scuola, che allontanandosi dalla concezione tradizionale di luogo esclusivamente dedicato agli studenti, sia prima di tutto uno spazio pubblico in cui la commistione fra attività didattica e uso civico è sapientemente bilanciata tanto in termini di superficie dedicata alle diverse attività quanto in termini di modalità ed orari di utilizzo diventando un forte condensatore socio-culturale;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
149;La conoscenza e la scoperta dell’ambiente naturale deve diventare un momento di crescita;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
150;Per quanto possibile è necessario creare spazi flessibili che possano trasformarsi facilmente attraverso l’uso di pareti mobili o di arredi leggeri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
151;Il metodo di insegnamento cambia ogni giorno e gli ambienti devono essere in grado di assimilare queste trasformazioni nel più breve tempo possibile limitando anche i costi di intervento;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
152;Sistema dell’accessibilità efficientemente ancorato all’intorno;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
153;Il progetto deve ricercare l’equilibrio formale e di dettaglio con la rilevanza paesaggistica del contesto sia per le peculiarità ambientali, sia per quelle storico architettoniche della tradizione costruttiva locale;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
154;Immediata identificabilità delle funzioni e dei percorsi anche esterni ai singoli edifici;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
155;Abbattimento delle barriere architettoniche;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
156;Le scelte progettuali, oltre ad avere efficacia sulla qualità e sostenibilità ambientale del sito e dell'edificio, devono essere uno strumento educativo e di apprendimento per gli studenti;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
157;Dunque lo spazio in cui l’insegnante avvia le attività o fornisce indicazioni agli alunni diventerà, nel segmento successivo dell’attività didattica, uno spazio organizzato per attività collaborative tra gli studenti in cui ciascuno può avere un compito individuale che però ha un senso anche all'interno di un gruppo;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
158;L’uso diffuso delle tecnologie permette e richiede un’organizzazione diversa dello spazio dell’apprendimento. Di qui la necessità di una progettazione integrata tra gli ambienti che potremmo definire, mutuando un’espressione dal mondo degli ambienti on line, interoperabili in cui si pratica una didattica coinvolgente che non ha paura di pareti trasparenti che consentono la condivisione oltre l’aula;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
159;La flessibilità degli arredi e la polifunzionalità degli ambienti permette di aumentare il tempo di utilizzo grazie alla possibilità di riconfigurazione finalizzata allo svolgimento di attività diverse;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
160;D’altro canto l’eliminazione degli spazi di mero passaggio in favore di spazi sempre abitabili dalla comunità scolastica per lo svolgimento di attività didattiche, ma anche per la fruizione di servizi o per usi di tipo informale, permette di aumentare la vivibilità della scuola;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
161;L’adattabilità degli spazi si estende anche all’esterno, offrendosi alla comunità locale e al territorio: la scuola si configura come civic center in grado di fungere da motore del territorio in grado di valorizzare istanze sociali, formative e culturali;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
162;Gli arredi giocano un ruolo fondamentale in una architettura flessibile, attraversabile, che si modifica e vuole consentire usi e attività in continua trasformazione: è una architettura generica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
163;I tavoli sostituiscono i banchi: consentono di lavorare a piccoli gruppi, fare ricerca, spostarsi lungo i confini dei tavoli ma anche di guardare tutti insieme la lavagna o una proiezione;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
164;Si prevede la moltiplicazione dei supporti di comunicazione smartboard, lavagna tradizionale, tablet, pannelli con possibilità di riposizionare i materiali, boards, etc., la smaterializzazione della cattedra che viene sostituita da una serie di luoghi dove l’adulto può usare gli strumenti, sedersi, depositare materiale, lavorare;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
165;Gli arredi consentono di creare spazi di gruppo, spazi laboratoriali, spazi individuali, spazi informali e di relax con componenti di reversibilità: valorizzano la capacità evolutiva della scuola e contribuiscono in modo determinante non solo al funzionamento ma alla definizione della sua identità estetica: raccontano e supportano un nuovo modello educativo e risultano quindi centrali nel processo progettuale;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
166;La qualità compositiva dello spazio scolastico ha una valore pedagogico, partecipa al progetto educativo, deve poter promuovere la socialità e stimolare conoscenza e creatività;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
167;Inoltre la realizzazione di spazi architettonici funzionali all’apprendimento può permettere di rimodulare il tempo scuola rendendo più flessibile la permanenza nei locali, sia nei momenti di apprendimento, sia in quelli di relax o socializzazione e contribuisce al contempo alla realizzazione di spazi aperti non solo agli studenti, ma alla comunità nel complesso;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
168;Dovranno essere previsti interventi che garantiscano: la flessibilità di allestimento;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
169;Dovrà essere prevista una tipologia di arredi che consenta il loro spostamento e lo spazio classe aula dovrà essere organizzato come spazio aperto, variamente allestibile possibilità di postazioni tecniche, strumentazione e attrezzature mobili da inserire ogni volta nelle aule spazi disponibili, etc.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
170;Nella progettazione delle aule  spazi inoltre: dovrà essere valorizzato il supporto multimediale alla realizzazione delle azioni creative e di produzione sonora;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
171;La scelta della configurazione spaziale sarà determinata dalle scelte didattiche, pedagogiche, formative collegate allo sviluppo complessivo dell’intervento;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
172;Tutte le aule spazi dovranno essere progettate e pensate in funzione del rapporto ottimale tra azione didattica ed obiettivi di apprendimento;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
173;Spazio del dialogo, della comunicazione e della relazione per eccellenza, l’Aula Magna deve essere vissuta come ambiente pubblico, vale a dire aperto e verticale, polifunzionale, modulare e adattabile di fronte alla molteplicità di iniziative che è in grado di accogliere;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
174;L’idea è quella di favorire una percezione della biblioteca sia come ambiente idoneo naturalmente per lo studio individuale, sia come dimensione di condivisione collettiva dei valori della lettura e della promozione del sapere;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
175;L’apertura tout court dell’Istituto richiede servizi per gli alunni che permangono a scuola;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
176;Nel contesto dell’illuminazione, i temi essenziali sono lo sfruttamento della luce diurna e l’efficienza del bilancio termico;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
177;È importante studiare attentamente, in fase di progettazione, una configurazione dell’edificio tale da permettere una penetrazione ottimale della luce;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
178;L’illuminazione naturale deve essere utilizzata nella maggiore misura possibile anche al fine ridurre il consumo energetico;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
179;Si lascia libera interpretazione ai progettisti sulle scelte cromatiche, in ogni caso il tutto dovrà essere motivato e studiato nel minimo dettaglio tenendo conto in particolare delle interazioni tra colore e apprendimento in funzione delle diverse discipline e attività a cui sono destinati gli spazi;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
180;Il colore, se opportunamente studiato, è un valido aiuto per modificare gli equilibri, favorire il benessere e la percezione degli spazi, comunicandone utilizzo e funzione;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
181;In un ambiente educativo formativo come quello scolastico si ha la necessità di creare, anche tramite i colori più adatti, un grado di confort che passando attraverso la sensazione psicologico sensoriale faccia percepire e sentire la scuola come un luogo gradevole, personalizzato e col quale realizzare un legame;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
182;Un ambiente, emotivamente e psicologicamente stimolante, contribuisce a rafforzare anche il senso di appartenenza da parte degli studenti verso gli spazi della scuola, diventando così parte integrante della loro identità, e arginando o limitando anche la possibilità di eventuali comportamenti incivili;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
183;In alcune strutture scolastiche è consigliabile lasciare alcune pareti libere all’interno della scuola a disposizione della inventiva cromatica e compositiva degli stessi allievi allo scopo di favorire la personalizzazione del proprio ambiente;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
184;Negli edifici scolastici in particolare, il benessere termico è molto importante poiché sono strutture destinate all’accoglienza di un’utenza particolare, come i bambini;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
185;Un edificio che è ben progettato non ha dispersioni termiche, il benessere interno non viene influenzato in modo sostanziale dalla temperatura esterna e dal soleggiamento, ma con tecniche appropriate e combinate fra loro sfrutta il clima esterno adattandosi, per creare situazione di confort in senso assoluto;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
186;L'intervento dovrà far nascere in maniera naturale, negli studenti, che potremmo definire come nativi ambientali, la prospettiva del senso del rispetto dell’ambiente naturale in cui si vive;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
187;L'intervento dovrà favorire un’educazione basata sulla sostenibilità attivando a scuola processi virtuosi di cambiamento nei comportamenti e negli stili di vita, fondati sulla sfera valoriale prima che su quella cognitiva;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
188;Le scelte tecnico-architettoniche non potranno non supportare il processo di identità culturale che la scuola promuove, sentendosi immersa nella complessità e specificità del territorio e determinata a realizzarsi come una comunità forte e inclusiva;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
189;La progettazione deve tenere conto del fatto che l’organismo edilizio dovrà possedere requisiti di durabilità nel tempo;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
190;Le scelte progettuali devono tener conto della possibilità di minimizzare gli oneri successivi di manutenzione;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
191;La realizzazione dell’opera sarà mirata, tra l'altro, al rispetto dei principi di minimizzazione dell'impegno di risorse materiali non rinnovabili e di massimo utilizzo di quelle rinnovabili;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
192;Dovrà essere valutato il criterio della massima manutenibilità, durabilità dei materiali e dei componenti, sostituibilità degli elementi, compatibilità dei materiali ed agevole controllabilità delle prestazioni dell'intervento nel tempo;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
